# experiment P-148 (R-148)
# hypothesis: A metric field must be interpolated, and component-wise interpolation of symmetric positive-definite matrices is not intrinsic -- it can swell determinants, which in mesh terms means spuriously coarsening. The log-Euclidean scheme exp((1-t)log M1 + t log M2) is determinant-monotone. This lands directly on M-32: seams are bit-exact only when the cell size is a power of two, and a matrix logarithm is not obviously going to preserve that. (C1) Component-wise interpolation produces measurable determinant swell -- above 5% on at least one field -- and log-Euclidean does not. (C2) Log-Euclidean interpolation preserves M-32's power-of-two bit-exactness, or it does not, and which is stated as the result rather than assumed. (C3) The seam remains closed under both schemes: zero additional open edges against the existing seam counter. SHARE: C1 moves the metric-construction stage, whose share P-146 C3 reports.
# falsified by: C1 by no swell, which would mean the intrinsic scheme is unnecessary here and saves the transcendental cost. C2 by loss of bit-exactness, which would make log-Euclidean incompatible with the crate's determinism goal and is the outcome that decides the row. C3 by new open edges under either scheme. VACUITY CONTROL: the fixture must contain a seam where the two chunks' metrics genuinely differ, reported as a metric-distance column, or both schemes are interpolating between equal endpoints.
# commit 923df1e on amd-ryzen-9-5900x-12-core at 2026-08-30T14:19:10Z
interpolation_scheme,seam_axis,determinant_swell_max,determinant_swell_mean,seam_vertices_moved,seam_open_edges,hashes_moved,bit_exact_seam,cell_size_power_of_two,c1_holds,c2_holds,c3_holds,at_floor_fraction,at_floor_pairs,bit_exact_first_failure_t,bit_exact_pairs,bit_exact_seam_nondyadic,boundary_edges_total,boundary_edges_total_baseline,c1_componentwise_swell_max,c1_log_euclidean_swell_max,c1_row_swell_above_bar,c2_global_holds,c3_global_holds,c3_row_decisive,cell_size,cells_per_axis,cells_per_chunk,control_seam_open_edges,control_seam_opens,determinant_swell_max_off_floor,dyadic_ladder_steps,field,gap_over_weld_epsilon,golden_control_hash_moved,golden_fixture_matches_shipped,golden_interpolations,golden_rows,interp_ms,interp_ns_per_pair,interp_ns_per_pair_max,interp_ns_per_pair_min,log_determinant_swell_max,metric_distance_max,metric_distance_mean,metric_distance_min,metric_ms,min_metric_eigenvalue,nondyadic_ladder_steps,off_floor_pairs,p_norm,pairs_with_distinct_metrics,seam_cells,seam_ghost_ulps,seam_open_edges_baseline,seam_own_ulps,seam_pairs,seam_plane_ulps,seam_position_delta,seam_position_delta_cells,seam_vertices_a,seam_vertices_b,seam_vertices_displaced,seam_vertices_unmatched,seam_worst_displacement_gap,seam_worst_displacement_gap_cells,swell_self_max,timing_repeats,transcendental_cost_ratio,weight_reversal_exact,weld_epsilon,welded_away
componentwise,x,1.540425e3,4.713190e0,235,0,0,false,false,true,true,true,0.000000,0,0.000000,460,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.176470588235e-1,34,17,516,true,1.540425e3,8,noise_cavity,1.887379e-11,true,true,207872,24,6.699571,3.027,3.359,3.008,7.340463e0,1.079834e1,1.757312e0,8.904482e-2,7.955012,1.251002e-3,10,8092,2.0,1156,1156,30,0,2,258,0,2.081668e-16,1.769418e-15,258,258,258,0,2.220446e-16,1.887379e-15,0.000000e0,5,249.382581,false,1.176471e-5,259
log_euclidean,x,2.078338e-13,6.961806e-16,234,0,0,false,false,true,true,true,0.000000,0,0.000000,460,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,516,true,2.078338e-13,8,noise_cavity,5.948746e-12,true,true,207872,24,59.991241,754.967,761.061,754.889,2.078338e-13,1.079834e1,1.757312e0,8.904482e-2,7.955012,4.136117e-5,10,8092,2.0,1156,1156,30,0,2,258,0,2.081668e-16,1.769418e-15,258,258,258,0,6.998525e-17,5.948746e-16,1.776357e-13,5,249.382581,false,1.176471e-5,259
componentwise,y,1.169214e3,4.113498e0,0,0,0,true,true,true,true,true,0.000000,0,none,1024,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.250000000000e-1,32,16,508,true,1.169214e3,8,noise_cavity,0.000000e0,true,true,207872,24,5.311080,3.027,3.359,3.008,7.064942e0,1.045885e1,1.917617e0,3.932871e-2,6.693631,1.390271e-3,10,7168,2.0,1024,1024,0,0,0,254,0,0.000000e0,0.000000e0,254,254,254,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.250000e-5,289
log_euclidean,y,1.536549e-13,2.668841e-16,0,0,0,true,true,true,true,true,0.000000,0,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,508,true,1.536549e-13,8,noise_cavity,0.000000e0,true,true,207872,24,47.088942,754.967,761.061,754.889,1.536549e-13,1.045885e1,1.917617e0,3.932871e-2,6.693631,5.137807e-5,10,7168,2.0,1024,1024,0,0,0,254,0,0.000000e0,0.000000e0,254,254,254,0,0.000000e0,0.000000e0,1.900702e-13,5,249.382581,false,1.250000e-5,289
componentwise,y,1.657577e3,5.214194e0,254,0,0,false,false,true,true,true,0.000000,0,0.000000,445,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.176470588235e-1,34,17,580,true,1.657577e3,8,noise_cavity,1.196707e-10,true,true,207872,24,5.980816,3.027,3.359,3.008,7.413715e0,1.088359e1,1.927749e0,3.383213e-2,7.541778,1.251002e-3,10,8092,2.0,1156,1156,30,0,2,290,0,2.081668e-16,1.769418e-15,290,290,290,0,1.407891e-15,1.196707e-14,0.000000e0,5,249.382581,false,1.176471e-5,291
log_euclidean,y,2.104983e-13,1.145648e-15,264,0,0,false,false,true,true,true,0.000000,0,0.000000,445,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,580,true,2.104983e-13,8,noise_cavity,1.887379e-11,true,true,207872,24,53.123808,754.967,761.061,754.889,2.104983e-13,1.088359e1,1.927749e0,3.383213e-2,7.541778,4.136117e-5,10,8092,2.0,1156,1156,30,0,2,290,0,2.081668e-16,1.769418e-15,290,290,290,0,2.220446e-16,1.887379e-15,1.652012e-13,5,249.382581,false,1.176471e-5,291
componentwise,z,5.892581e2,3.944686e0,0,0,0,true,true,true,true,true,0.000000,0,none,1024,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.250000000000e-1,32,16,476,true,5.892581e2,8,noise_cavity,0.000000e0,true,true,207872,24,5.517352,3.027,3.359,3.008,6.380560e0,9.633237e0,1.926444e0,3.305815e-1,6.902113,1.390271e-3,10,7168,2.0,1024,1024,0,0,0,238,0,0.000000e0,0.000000e0,238,238,238,0,0.000000e0,0.000000e0,0.000000e0,5,249.382581,false,1.250000e-5,273
log_euclidean,z,1.643130e-13,3.827389e-16,0,0,0,true,true,true,true,true,0.000000,0,none,1024,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.250000000000e-1,32,16,476,true,1.643130e-13,8,noise_cavity,0.000000e0,true,true,207872,24,49.216518,754.967,761.061,754.889,1.643130e-13,9.633237e0,1.926444e0,3.305815e-1,6.902113,5.137807e-5,10,7168,2.0,1024,1024,0,0,0,238,0,0.000000e0,0.000000e0,238,238,238,0,0.000000e0,0.000000e0,1.616485e-13,5,249.382581,false,1.250000e-5,273
componentwise,z,8.664275e2,4.396010e0,255,0,0,false,false,true,true,true,0.000000,0,0.000000,465,false,0,0,6.841331e9,1.771547e-7,true,true,false,true,1.176470588235e-1,34,17,544,true,8.664275e2,8,noise_cavity,9.436896e-12,true,true,207872,24,6.242837,3.027,3.359,3.008,6.765532e0,1.009326e1,1.893069e0,3.262530e-1,7.830320,1.251002e-3,10,8092,2.0,1156,1156,30,0,2,272,0,2.081668e-16,1.769418e-15,272,272,272,0,1.110223e-16,9.436896e-16,0.000000e0,5,249.382581,false,1.176471e-5,273
log_euclidean,z,1.492140e-13,-1.034489e-17,247,0,0,false,false,true,true,true,0.000000,0,0.000000,465,false,0,0,6.841331e9,1.771547e-7,false,true,false,true,1.176470588235e-1,34,17,544,true,1.492140e-13,8,noise_cavity,1.887379e-11,true,true,207872,24,55.777809,754.967,761.061,754.889,1.492140e-13,1.009326e1,1.893069e0,3.262530e-1,7.830320,4.136117e-5,10,8092,2.0,1156,1156,30,0,2,272,0,2.081668e-16,1.769418e-15,272,272,272,0,2.220446e-16,1.887379e-15,1.678657e-13,5,249.382581,false,1.176471e-5,273
