# experiment P-57 (R-055)
# hypothesis: Every element of the 48-element octahedral group is a signed coordinate permutation and therefore exact in f64, so mesh(g*f) and g*mesh(f) are comparable bit-for-bit. Compared as SORTED VERTEX-POSITION MULTISETS, not as index buffers: table.rs picks safe_apex by lowest edge index, which is not invariant under axis relabelling, so a triangle-level relation is known-false in advance. (C1) the four primal extractors (marching_cubes, marching_cubes+decider, marching_tetrahedra, subgrid_marching_tetrahedra) are bit-exactly equivariant on ALL 48 elements, on all eight reference fields, because a primal vertex is a/(a-b) on one grid edge -- two values, no accumulation. (C2) the three dual extractors (surface_nets, dual_contouring, manifold_dual_contouring) are bit-exact on STRICTLY FEWER than 48, because M-177 established that a sum of position components is not bit-exactly equivariant by ordering alone; the count and identity of failing elements is the new number. (C3) a triangle-level relation fails where the vertex-level one holds, on at least one extractor, and the count of triangle-level mismatches is reported so the dossier's "2,688 false positives" warning is quantified rather than repeated.
# falsified by: A primal failure -- which is an axis-dependent bug and the thing this exists to catch; or all 48 holding on the dual path, which would contradict M-177 and be the more interesting result; or C3 finding zero triangle-level mismatches, which would mean safe_apex is invariant after all.
# commit 0d81ae6 (WORKING TREE DIRTY) on amd-ryzen-9-5900x-12-core at 2026-08-24T04:07:39Z
field,extractor,family,samples_per_axis,vertices,elements_tested,elements_vertex_exact,elements_triangle_exact,first_failing_element,first_failing_det,worst_component_ulp,fixture_can_fail,boundary_sign_constant,cell_size,cut_edges,det_minus_vertex_exact,det_plus_vertex_exact,elements_triangle_exact_raw,elements_vertex_exact_raw,elements_vertex_exact_triangle_fail,grid_symmetric,grid_zero_coordinates,order_sensitive_edges,origin,pure_permutation_exact,pure_sign_flip_exact,triangle_failing_mask,triangles,vertex_count_mismatches,vertex_failing_labels,vertex_failing_mask,wall_ms,worst_differing_vertices
gyroid,subgrid_marching_tetrahedra,primal,25,7140,48,6,3,perm=012;sign=-++,-1,9236847870594615722,true,true,0.656250000,2298,3,3,3,6,3,true,1,320,-7.875000000,6,1,fffefefffffe,14328,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,21513,7139
fbm_terrain,marching_cubes,primal,33,2069,48,6,1,perm=012;sign=-++,-1,64,true,false,0.500000000,2069,3,3,1,6,5,true,1,291,-8.000000000,6,1,fffffffffffe,3946,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,426,291
fbm_terrain,marching_cubes+decider,primal,33,2069,48,6,1,perm=012;sign=-++,-1,64,true,false,0.500000000,2069,3,3,1,6,5,true,1,291,-8.000000000,6,1,fffffffffffe,3946,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,423,291
fbm_terrain,marching_tetrahedra,primal,33,5935,48,6,3,perm=012;sign=-++,-1,9241386435364257792,true,false,0.500000000,2069,3,3,3,6,3,true,1,291,-8.000000000,6,1,fffefefffffe,11544,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,590,3576
fbm_terrain,surface_nets,dual,33,1958,48,1,1,perm=012;sign=-++,-1,2048,true,false,0.500000000,2069,0,1,1,1,0,true,1,291,-8.000000000,1,1,fffffffffffe,3758,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,407,1423
fbm_terrain,dual_contouring,dual,33,1958,48,2,1,perm=012;sign=-++,-1,9904,true,false,0.500000000,2069,1,1,1,2,1,true,1,291,-8.000000000,2,1,fffffffffffe,3758,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,583,834
fbm_terrain,manifold_dual_contouring,dual,33,1973,48,2,1,perm=012;sign=-++,-1,9904,true,false,0.500000000,2069,1,1,1,2,1,true,1,291,-8.000000000,2,1,fffffffffffe,3758,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,595,841
fbm_terrain,subgrid_marching_tetrahedra,primal,33,6537,48,6,3,perm=012;sign=-++,-1,9241386435364257792,true,false,0.500000000,2069,3,3,3,6,3,true,1,291,-8.000000000,6,1,fffefefffffe,12736,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,199453,6531
fbm_terrain,marching_cubes,primal,25,1133,48,6,1,perm=012;sign=-++,-1,2432,true,false,0.750000000,1133,3,3,1,6,5,true,1,249,-9.000000000,6,1,fffffffffffe,2122,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,192,249
fbm_terrain,marching_cubes+decider,primal,25,1133,48,6,1,perm=012;sign=-++,-1,2432,true,false,0.750000000,1133,3,3,1,6,5,true,1,249,-9.000000000,6,1,fffffffffffe,2122,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,192,249
fbm_terrain,marching_tetrahedra,primal,25,3285,48,6,3,perm=012;sign=-++,-1,9242512335271100416,true,false,0.750000000,1133,3,3,3,6,3,true,1,249,-9.000000000,6,1,fffefefffffe,6324,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,282,2087
fbm_terrain,surface_nets,dual,25,1053,48,1,1,perm=012;sign=-++,-1,512,true,false,0.750000000,1133,0,1,1,1,0,true,1,249,-9.000000000,1,1,fffffffffffe,1982,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,183,627
fbm_terrain,dual_contouring,dual,25,1053,48,2,1,perm=012;sign=-++,-1,1615,true,false,0.750000000,1133,1,1,1,2,1,true,1,249,-9.000000000,2,1,fffffffffffe,1982,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,279,509
fbm_terrain,manifold_dual_contouring,dual,25,1061,48,2,1,perm=012;sign=-++,-1,1615,true,false,0.750000000,1133,1,1,1,2,1,true,1,249,-9.000000000,2,1,fffffffffffe,1982,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,287,513
fbm_terrain,subgrid_marching_tetrahedra,primal,25,3789,48,6,3,perm=012;sign=-++,-1,9242512335271100416,true,false,0.750000000,1133,3,3,3,6,3,true,1,249,-9.000000000,6,1,fffefefffffe,7316,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,86905,3787
noise_cavity,marching_cubes,primal,33,6522,48,6,1,perm=012;sign=-++,-1,175,true,true,0.125000000,6522,3,3,1,6,5,true,1,643,-2.000000000,6,1,fffffffffffe,13236,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,377,643
noise_cavity,marching_cubes+decider,primal,33,6536,48,1,1,perm=012;sign=-++,-1,175,true,true,0.125000000,6522,0,1,1,1,0,true,1,643,-2.000000000,1,1,fffffffffffe,13052,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,378,655
noise_cavity,marching_tetrahedra,primal,33,17862,48,6,3,perm=012;sign=-++,-1,9218868437227405312,true,true,0.125000000,6522,3,3,3,6,3,true,1,643,-2.000000000,6,1,fffefefffffe,35832,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,980,9727
noise_cavity,surface_nets,dual,33,6176,48,1,1,perm=012;sign=-++,-1,8192,true,true,0.125000000,6522,0,1,1,1,0,true,1,643,-2.000000000,1,1,fffffffffffe,13044,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,344,4427
noise_cavity,dual_contouring,dual,33,6176,48,2,1,perm=012;sign=-++,-1,9217029515455420872,true,true,0.125000000,6522,1,1,1,2,1,true,1,643,-2.000000000,2,1,fffffffffffe,13044,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,793,2255
noise_cavity,manifold_dual_contouring,dual,33,6426,48,2,1,perm=012;sign=-++,-1,9217029515455420872,true,true,0.125000000,6522,1,1,1,2,1,true,1,643,-2.000000000,2,1,fffffffffffe,13044,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,839,2321
noise_cavity,subgrid_marching_tetrahedra,primal,33,22247,48,6,3,perm=012;sign=-++,-1,9218825004503208993,true,true,0.125000000,6522,3,3,3,6,3,true,1,643,-2.000000000,6,1,fffefefffffe,45082,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,70464,22146
noise_cavity,marching_cubes,primal,25,2526,48,6,1,perm=012;sign=-++,-1,101,true,true,0.187500000,2526,3,3,1,6,5,true,1,360,-2.250000000,6,1,fffffffffffe,5188,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,146,360
noise_cavity,marching_cubes+decider,primal,25,2531,48,1,1,perm=012;sign=-++,-1,101,true,true,0.187500000,2526,0,1,1,1,0,true,1,360,-2.250000000,1,1,fffffffffffe,4918,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,146,364
noise_cavity,marching_tetrahedra,primal,25,6676,48,6,3,perm=012;sign=-++,-1,9218868437227405312,true,true,0.187500000,2526,3,3,3,6,3,true,1,360,-2.250000000,6,1,fffefefffffe,13408,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,312,3714
noise_cavity,surface_nets,dual,25,2322,48,1,1,perm=012;sign=-++,-1,1024,true,true,0.187500000,2526,0,1,1,1,0,true,1,360,-2.250000000,1,1,fffffffffffe,5052,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffffffe,131,1622
noise_cavity,dual_contouring,dual,25,2322,48,2,1,perm=012;sign=-++,-1,9217981535201106413,true,true,0.187500000,2526,1,1,1,2,1,true,1,360,-2.250000000,2,1,fffffffffffe,5052,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,308,1007
noise_cavity,manifold_dual_contouring,dual,25,2458,48,2,1,perm=012;sign=-++,-1,9217981535201106413,true,true,0.187500000,2526,1,1,1,2,1,true,1,360,-2.250000000,2,1,fffffffffffe,5052,0,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fffffffefffe,328,1037
noise_cavity,subgrid_marching_tetrahedra,primal,25,9818,48,6,3,perm=012;sign=-++,-1,9218773727014940930,true,true,0.187500000,2526,3,3,3,6,3,true,1,360,-2.250000000,6,1,fffefefffffe,20204,36,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,fefefefefefe,30210,9726
